,Year,Semi,Model
2033,2047,166.195250546008,GFDL-CM3 8.5
2034,2048,75.9913804044686,GFDL-CM3 8.5
2035,2049,61.9135709519134,GFDL-CM3 8.5
2036,2050,18.8254130196079,GFDL-CM3 8.5
2037,2051,99.5096008050124,GFDL-CM3 8.5
2038,2052,134.613925233822,GFDL-CM3 8.5
2039,2053,181.148505283568,GFDL-CM3 8.5
2040,2054,33.1028544635843,GFDL-CM3 8.5
2041,2055,68.195648103413,GFDL-CM3 8.5
2042,2056,29.5591019145203,GFDL-CM3 8.5
2043,2057,69.2912369466207,GFDL-CM3 8.5
2044,2058,238.259336144322,GFDL-CM3 8.5
2045,2059,136.920674539316,GFDL-CM3 8.5
2046,2060,190.684665621807,GFDL-CM3 8.5
2047,2061,100.862989723641,GFDL-CM3 8.5
2048,2062,260.428676122826,GFDL-CM3 8.5
2049,2063,167.521674983672,GFDL-CM3 8.5
2050,2064,137.559683332052,GFDL-CM3 8.5
2051,2065,175.30398640419,GFDL-CM3 8.5
2052,2066,192.105088406471,GFDL-CM3 8.5
2053,2067,189.834160222709,GFDL-CM3 8.5
2054,2068,207.138960648286,GFDL-CM3 8.5
2055,2069,39.6985950639159,GFDL-CM3 8.5
2056,2070,108.495702074959,GFDL-CM3 8.5
2057,2071,182.209205506806,GFDL-CM3 8.5
2058,2072,191.190728150829,GFDL-CM3 8.5
2059,2073,63.7764014903566,GFDL-CM3 8.5
2060,2074,132.528107534068,GFDL-CM3 8.5
2061,2075,23.4209261468505,GFDL-CM3 8.5
2062,2076,78.1471659182971,GFDL-CM3 8.5
2063,2077,134.175749749927,GFDL-CM3 8.5
2064,2078,25.9081700599626,GFDL-CM3 8.5
2065,2079,54.8002140578039,GFDL-CM3 8.5
2066,2080,149.537766234773,GFDL-CM3 8.5
2067,2081,70.5712610541995,GFDL-CM3 8.5
2068,2082,111.181555699537,GFDL-CM3 8.5
2069,2083,116.657107032766,GFDL-CM3 8.5
2070,2084,141.15386153552,GFDL-CM3 8.5
2071,2085,134.643055343388,GFDL-CM3 8.5
2072,2086,13.7352541678672,GFDL-CM3 8.5
2073,2087,125.247511773024,GFDL-CM3 8.5
2074,2088,46.7188845611615,GFDL-CM3 8.5
2075,2089,68.2668969378903,GFDL-CM3 8.5
2076,2090,15.4101962634272,GFDL-CM3 8.5
2077,2091,147.516895937665,GFDL-CM3 8.5
2078,2092,17.4042774559794,GFDL-CM3 8.5
2079,2093,95.4864610024754,GFDL-CM3 8.5
2080,2094,68.5936649847527,GFDL-CM3 8.5
2081,2095,266.110320308323,GFDL-CM3 8.5
2082,2096,96.0417982441258,GFDL-CM3 8.5
2083,2097,30.2710590404583,GFDL-CM3 8.5
2084,2098,78.8413884991822,GFDL-CM3 8.5
2085,2099,11.8744443711548,GFDL-CM3 8.5
0,1997,307.549901961609,Historic
1,1998,320.941447178594,Historic
2,1999,287.0477274801,Historic
3,2000,281.471130635282,Historic
4,2001,212.543017419459,Historic
5,2002,169.266151066761,Historic
6,2003,215.192276039945,Historic
7,2004,231.547506719062,Historic
8,2005,279.559888257556,Historic
9,2006,305.645866264499,Historic
10,2007,199.821202993451,Historic
11,2008,63.8891944161385,Historic
12,2009,117.605250645892,Historic
13,2010,170.092880635482,Historic
14,2011,290.218087002521,Historic
15,2012,265.52734527537,Historic
16,2013,154.871701398516,Historic
17,2014,46.8267094898071,Historic
18,2015,44.6574441535465,Historic
19,2016,120.532289794152,Historic
